Src_IP_dec,Src_Port,Dst_IP_dec,Dst_Port,Protocol,Timestamp,Flow_Duration,Total_Fwd_Packet,Total_Bwd_packets,Total_Length_of_Fwd_Packet,Total_Length_of_Bwd_Packet,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_per_s,Flow_Packets_per_s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_RST_Flags,Bwd_RST_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_per_s,Bwd_Packets_per_s,Packet_Length_Min,Packet_Length_Max,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWR_Flag_Count,ECE_Flag_Count,Down_per_Up_Ratio,Average_Packet_Size,Fwd_Segment_Size_Avg,Bwd_Segment_Size_Avg,Fwd_Bytes_per_Bulk_Avg,Fwd_Packet_per_Bulk_Avg,Fwd_Bulk_Rate_Avg,Bwd_Bytes_per_Bulk_Avg,Bwd_Packet_per_Bulk_Avg,Bwd_Bulk_Rate_Avg,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,FWD_Init_Win_Bytes,Bwd_Init_Win_Bytes,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,ICMP_Code,ICMP_Type,Total_TCP_Flow_Time,Label,Attempted_Category
3232238096,38810,1145287398,443,6,57:57.4,5780266,8,6,599,141,517,0,74.875,179.6826071,141,0,23.5,57.56300896,128.02179,2.422033865,444635.8462,1522111.162,5509733,5,5780266,825752.2857,2097160.601,5581369,19,5747669,1149533.8,2455930.403,5541905,5,3,1,0,0,0,0,264,200,1.384019351,1.038014514,0,517,52.85714286,139.1229988,19355.20879,2,2,0,4,13,0,0,0,0.75,52.85714286,74.875,23.5,0,0,0,0,0,0,0,42,0,10,29200,54,3,32,235529.0,0.0,235529,235529,5509733.0,0.0,5509733,5509733,-1,-1,5780266,BENIGN,-1
2886729729,55859,3232238130,80,6,00:27.1,11012698,7,6,20,11595,20,0,2.857142857,7.55928946,5840,0,1932.5,2190.830322,1054.691593,1.180455507,917724.8333,2785563.606,9680120,9,11012698,1835449.667,3879413.888,9680120,240,1331087,266217.4,591726.1567,1324719,9,1,1,0,0,1,0,152,132,0.635629888,0.544825619,0,5840,893.4615385,1732.745154,3002405.769,1,2,1,2,12,0,0,0,0.857142857,893.4615385,2.857142857,1932.5,0,0,0,11595,4,46380000,0,1,0,891,8192,229,1,20,1332578.0,0.0,1332578,1332578,9680120.0,0.0,9680120,9680120,-1,-1,11012698,DDoS,-1
2886729729,50956,3232238130,1201,6,55:10.3,44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,22727.27273,22727.27273,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,44,Portscan,-1
2886729729,42254,3232238130,5298,6,08:16.6,14,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,71428.57143,71428.57143,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,14,Portscan,-1
3232238096,61819,3232238083,53,17,31:04.3,26444,2,2,72,242,36,36,36.0,0.0,121,121,121.0,0.0,11874.14915,151.2630464,8814.666667,15263.98645,26440,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,75.63152322,75.63152322,36,121,78.5,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1.0,78.5,36.0,121.0,0,0,0,0,0,0,0,18,0,60,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238097,36064,1607797685,443,6,56:02.0,116448717,21,17,1228,519,593,0,58.47619048,166.6822183,366,0,30.52941176,94.04793834,15.00231213,0.326323904,3147262.622,4574432.012,10027645,3,116448717,5822435.85,4974877.064,10164004,48,116312645,7269540.313,4518064.49,10163919,3,4,2,0,0,0,0,680,552,0.180336895,0.14598701,0,593,45.97368421,137.9891274,19040.99929,2,2,0,6,37,0,0,0,0.80952381,45.97368421,58.47619048,30.52941176,0,0,0,0,0,0,0,32,0,13,29200,60,4,32,166658.1818,101139.8169,471606,136044,10005309.91,16155.22591,10027645,9960007,-1,-1,116448717,BENIGN,-1
2886729729,42784,3232238130,3260,6,51:51.0,21,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,47619.04762,47619.04762,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,21,Portscan,-1
3232238085,55141,597543850,443,6,30:16.9,64282649,19,16,9726,5202,4708,0,511.8947368,1168.895818,2956,0,325.125,792.365141,232.2244063,0.544470406,1890666.147,3776901.125,10087883,21,64282649,3571258.278,4690229.881,10200521,49,64169928,4277995.2,4872637.369,10201929,475,4,5,0,0,0,0,392,324,0.295569649,0.248900757,0,4708,426.5142857,1004.611935,1009245.139,2,2,0,9,34,0,0,0,0.842105263,426.5142857,511.8947368,325.125,0,0,0,0,0,0,0,277,0,148,8192,48180,11,20,798939.5,1680046.732,4228320,112516,9895682.667,300400.2098,10087883,9299214,-1,-1,64282649,BENIGN,-1
2886729729,51903,3232238130,8888,6,08:30.3,43,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,23255.81395,23255.81395,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,43,Portscan,-1
3232238096,32920,3232238083,53,17,02:44.0,24023,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,16650.70974,166.5070974,8007.666667,13863.62335,24016,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,83.25354868,83.25354868,36,164,100.0,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1.0,100.0,36.0,164.0,0,0,0,0,0,0,0,18,0,82,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,14642,3232238130,80,6,57:07.8,12858794,7,4,20,11595,20,0,2.857142857,7.55928946,7215,0,2898.75,3541.638921,903.2728886,0.855445697,1285879.4,3831777.516,12174681,27,12858794,2143132.333,4921802.047,12174681,48,682690,227563.3333,386857.2805,674243,160,1,1,0,0,1,0,152,92,0.544374535,0.311071163,0,7215,1055.909091,2428.510673,5897664.091,1,2,1,2,10,0,0,0,0.571428571,1055.909091,2.857142857,2898.75,0,0,0,0,0,0,0,1,0,1054,8192,229,1,20,684113.0,0.0,684113,684113,12174681.0,0.0,12174681,12174681,-1,-1,12858794,DDoS,-1
3232238083,61957,3232238081,53,17,08:38.6,30710,1,1,45,205,45,45,45.0,0.0,205,205,205.0,0.0,8140.670791,65.12536633,30710.0,0.0,30710,30710,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.56268317,32.56268317,45,205,125.0,113.137085,12800.0,0,0,0,0,0,0,0,0,1.0,125.0,45.0,205.0,0,0,0,0,0,0,0,22,0,102,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,40304,3232238130,2909,6,54:37.5,49,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,20408.16327,20408.16327,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,49,Portscan,-1
2886729729,41653,3232238130,9111,6,52:02.0,59,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,16949.15254,16949.15254,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,59,Portscan,-1
2886729729,25551,3232238130,80,6,04:21.3,9146740,7,6,20,11595,20,0,2.857142857,7.55928946,4380,0,1932.5,1759.107018,1269.851335,1.421271404,762228.3333,2621986.996,9088033,4,9146740,1524456.667,3705433.463,9088033,4,57417,11483.4,21673.22854,49847,16,1,1,0,0,1,0,152,132,0.765299987,0.655971417,0,4380,893.4615385,1513.893139,2291872.436,1,2,1,2,12,0,0,0,0.857142857,893.4615385,2.857142857,1932.5,0,0,0,11595,4,45292968,0,1,0,891,8192,229,1,20,58707.0,0.0,58707,58707,9088033.0,0.0,9088033,9088033,-1,-1,9146740,DDoS,-1
2886729729,42246,3232238130,1124,6,54:58.6,46,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,21739.13043,21739.13043,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,46,Portscan,-1
3232238083,60500,3232238081,53,17,24:29.1,81767,1,1,57,96,57,57,57.0,0.0,96,96,96.0,0.0,1871.170521,24.45974537,81767.0,0.0,81767,81767,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,12.22987269,12.22987269,57,96,76.5,27.57716447,760.5,0,0,0,0,0,0,0,0,1.0,76.5,57.0,96.0,0,0,0,0,0,0,0,28,0,48,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,53438,3232238130,25735,6,54:53.3,72,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27777.77778,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,13888.88889,13888.88889,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,72,Portscan,-1
2886729729,64930,3232238130,80,6,04:40.0,7349478,8,5,20,11595,20,0,2.5,7.071067812,5840,0,2319.0,3175.563729,1580.384348,1.768833106,612456.5,1920889.048,6682829,3,7349478,1049925.429,2496195.043,6682829,3,655795,163948.75,327302.3186,654902,3,1,1,0,0,1,0,172,112,1.088512681,0.680320425,0,5840,893.4615385,2176.550582,4737372.436,1,2,1,2,12,0,0,0,0.625,893.4615385,2.5,2319.0,0,0,0,0,0,0,0,1,0,891,8192,229,1,20,666649.0,0.0,666649,666649,6682829.0,0.0,6682829,6682829,-1,-1,7349478,DDoS,-1
3232238083,61854,3232238081,53,17,57:28.6,480,1,1,50,110,50,50,50.0,0.0,110,110,110.0,0.0,333333.3333,4166.666667,480.0,0.0,480,480,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,2083.333333,2083.333333,50,110,80.0,42.42640687,1800.0,0,0,0,0,0,0,0,0,1.0,80.0,50.0,110.0,0,0,0,0,0,0,0,25,0,55,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238083,60887,3232238081,53,17,20:40.4,23450,1,1,46,142,46,46,46.0,0.0,142,142,142.0,0.0,8017.057569,85.28784648,23450.0,0.0,23450,23450,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,42.64392324,42.64392324,46,142,94.0,67.88225099,4608.0,0,0,0,0,0,0,0,0,1.0,94.0,46.0,142.0,0,0,0,0,0,0,0,23,0,71,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,25601,3232238130,80,6,04:23.4,7137819,8,7,20,11595,20,0,2.5,7.071067812,4380,0,1656.428571,1563.027816,1627.247763,2.101482259,509844.2143,1877813.438,7033792,1,7137819,1019688.429,2652095.812,7033792,1,98922,16487.0,27184.49629,64726,15,1,1,0,0,1,0,172,152,1.120790538,0.980691721,0,4380,774.3333333,1332.857921,1776510.238,1,2,1,2,14,0,0,0,0.875,774.3333333,2.5,1656.428571,0,0,0,11595,5,23858024,0,1,0,773,8192,229,1,20,104027.0,0.0,104027,104027,7033792.0,0.0,7033792,7033792,-1,-1,7137819,DDoS,-1
3232238083,61436,3232238081,53,17,51:20.2,70230,1,1,59,317,59,59,59.0,0.0,317,317,317.0,0.0,5353.837391,28.47785847,70230.0,0.0,70230,70230,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,14.23892923,14.23892923,59,317,188.0,182.4335495,33282.0,0,0,0,0,0,0,0,0,1.0,188.0,59.0,317.0,0,0,0,0,0,0,0,29,0,158,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,55986,3232238130,9101,6,55:31.4,21,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,47619.04762,47619.04762,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,21,Portscan,-1
3232238088,55175,3232238083,53,17,25:33.4,1590399,4,4,164,390,43,39,41.0,2.309401077,140,55,97.5,49.07477288,348.3402593,5.030184249,227199.8571,600963.9562,1590058,3,1590238,530079.3333,918119.1412,1590232,3,1590276,530092.0,918096.9136,1590219,3,0,0,0,0,0,0,32,32,2.515092125,2.515092125,39,140,69.25,44.11915684,1946.5,0,0,0,0,0,0,0,0,1.0,69.25,41.0,97.5,0,0,0,0,0,0,0,20,0,48,0,0,3,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,62085,3232238130,80,6,04:17.5,3840682,7,7,20,12970,20,0,2.857142857,7.55928946,5840,0,1852.857143,2011.015202,3382.211805,3.645185933,295437.0769,1049549.034,3788473,5,3840682,640113.6667,1542462.587,3788473,5,44358,7393.0,9385.176248,21381,44,1,2,0,0,1,0,164,152,1.822592967,1.822592967,0,5840,927.8571429,1669.734795,2788014.286,2,2,1,3,13,0,0,0,1.0,927.8571429,2.857142857,1852.857143,0,0,0,12970,5,745788,0,1,0,926,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,3840682,DDoS,-1
2886729729,51546,3232238130,2191,6,52:00.5,44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,22727.27273,22727.27273,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,44,Portscan,-1
3232238099,46266,3232238083,53,17,51:51.9,106355,2,2,60,240,30,30,30.0,0.0,120,120,120.0,0.0,2820.741855,37.6098914,35451.66667,61398.89173,106349,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,18.8049457,18.8049457,30,120,75.0,51.96152423,2700.0,0,0,0,0,0,0,0,0,1.0,75.0,30.0,120.0,0,0,0,0,0,0,0,15,0,60,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,14443,3232238130,80,6,57:00.7,6966783,7,5,20,11595,20,0,2.857142857,7.55928946,10135,0,2319.0,4414.776891,1667.197041,1.722459276,633343.9091,1812904.352,6036253,1,6966783,1161130.5,2417005.603,6036253,1,918611,229652.75,458679.6055,917672,5,1,1,0,0,1,0,152,112,1.004767911,0.717691365,0,10135,967.9166667,2917.157286,8509806.629,1,2,1,2,11,0,0,0,0.714285714,967.9166667,2.857142857,2319.0,0,0,0,0,0,0,0,1,0,966,8192,229,1,20,930530.0,0.0,930530,930530,6036253.0,0.0,6036253,6036253,-1,-1,6966783,DDoS,-1
3232238083,62151,3232238081,53,17,10:07.8,70645,1,1,51,95,51,51,51.0,0.0,95,95,95.0,0.0,2066.671385,28.31056692,70645.0,0.0,70645,70645,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,14.15528346,14.15528346,51,95,73.0,31.11269837,968.0,0,0,0,0,0,0,0,0,1.0,73.0,51.0,95.0,0,0,0,0,0,0,0,25,0,47,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,51546,3232238130,111,6,52:00.5,97,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20618.5567,97.0,0.0,97,97,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,10309.27835,10309.27835,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,97,Portscan,-1
2886729729,64299,3232238130,6699,6,52:45.8,58,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34482.75862,58.0,0.0,58,58,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,17241.37931,17241.37931,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,58,Portscan,-1
2886729729,44029,3232238130,3052,6,52:34.8,58,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34482.75862,58.0,0.0,58,58,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,17241.37931,17241.37931,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,58,Portscan,-1
2886729729,59529,3232238130,1864,6,53:05.0,22,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,45454.54545,45454.54545,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,22,Portscan,-1
2886729729,51703,3232238130,80,6,56:39.2,4412937,8,6,20,11595,20,0,2.5,7.071067812,5840,0,1932.5,2540.743494,2632.033949,3.172490339,339456.6923,899745.3391,3067997,3,4412937,630419.5714,1185515.069,3067997,48,1342491,268498.2,599882.7561,1341601,3,1,1,0,0,1,0,172,132,1.812851622,1.359638717,0,5840,829.6428571,1861.51971,3465255.632,1,2,1,2,13,0,0,0,0.75,829.6428571,2.5,1932.5,0,0,0,0,0,0,0,1,0,828,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,4412937,DDoS,-1
2886729729,39466,3232238130,9898,6,54:58.6,42,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,23809.52381,23809.52381,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,42,Portscan,-1
3232238095,60261,3232238083,53,17,16:08.8,23797,2,2,70,200,35,35,35.0,0.0,100,100,100.0,0.0,11345.96798,168.0884145,7932.333333,13732.27615,23789,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,84.04420725,84.04420725,35,100,67.5,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1.0,67.5,35.0,100.0,0,0,0,0,0,0,0,17,0,50,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238097,40582,843052006,80,6,17:23.5,99365,5,5,430,2266,430,0,86.0,192.3018461,2266,0,453.2,1013.386007,27132.29004,100.639058,11040.55556,16148.27852,32678,5,66922,16730.5,19102.3365,33758,166,66687,16671.75,18578.73276,32848,5,1,1,0,0,0,0,168,168,50.31952901,50.31952901,0,2266,269.6,714.3617509,510312.7111,2,2,0,2,9,0,0,0,1.0,269.6,86.0,453.2,0,0,0,0,0,0,0,43,0,226,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,99365,BENIGN,-1
2886729729,38052,3232238130,80,6,13:00.2,10686962,8,6,20,11595,20,0,2.5,7.071067812,5840,0,1932.5,2540.743494,1086.838336,1.310007465,822074.0,2792727.369,10101739,3,10686962,1526708.857,3787447.941,10101739,3,577499,115499.8,257643.9817,576387,3,1,1,0,0,1,0,172,132,0.748575694,0.561431771,0,5840,829.6428571,1861.51971,3465255.632,1,2,1,2,13,0,0,0,0.75,829.6428571,2.5,1932.5,0,0,0,0,0,0,0,1,0,828,8192,229,1,20,585223.0,0.0,585223,585223,10101739.0,0.0,10101739,10101739,-1,-1,10686962,DDoS,-1
3232238089,53560,3232238083,53,17,28:47.2,179,2,2,66,130,33,33,33.0,0.0,65,65,65.0,0.0,1094972.067,22346.36872,59.66666667,62.32442004,127,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,11173.18436,11173.18436,33,65,49.0,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1.0,49.0,33.0,65.0,0,0,0,0,0,0,0,16,0,32,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238088,8545,3450774857,8080,6,07:24.2,312,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6410.25641,312.0,0.0,312,312,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,28,20,3205.128205,3205.128205,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,312,Botnet - Attempted,1
3232238092,62236,3232238083,53,17,40:34.4,30907,2,2,90,172,45,45,45.0,0.0,86,86,86.0,0.0,8477.044035,129.4205196,10302.33333,17838.1026,30900,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,64.71025981,64.71025981,45,86,65.5,23.67136104,560.3333333,0,0,0,0,0,0,0,0,1.0,65.5,45.0,86.0,0,0,0,0,0,0,0,22,0,43,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,37768,3232238130,1145,6,55:41.9,35,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,28571.42857,28571.42857,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,35,Portscan,-1
2886729729,53726,3232238130,80,6,07:45.0,1968523,9,5,20,11595,20,0,2.222222222,6.666666667,7215,0,2319.0,3329.858105,5900.362861,7.111931128,151424.8462,407873.9398,1417078,1,1968523,246065.375,510739.2376,1417078,1,535838,133959.5,267278.4623,534877,86,1,1,0,0,1,0,192,112,4.571955725,2.539975403,0,7215,829.6428571,2176.88421,4738824.863,1,2,1,2,13,0,0,0,0.555555556,829.6428571,2.222222222,2319.0,0,0,0,0,0,0,0,1,0,828,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1968523,DDoS,-1
2886729729,36448,3232238130,6101,6,52:43.1,43,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,23255.81395,23255.81395,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,43,Portscan,-1
3232238094,59761,3232238083,53,17,45:35.9,195,2,2,80,336,40,40,40.0,0.0,168,168,168.0,0.0,2133333.333,20512.82051,65.0,70.37755324,142,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,0,0,16,16,10256.41026,10256.41026,40,168,104.0,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1.0,104.0,40.0,168.0,0,0,0,0,0,0,0,20,0,84,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238096,57641,3232238083,53,17,44:32.8,48198,2,2,88,152,44,44,44.0,0.0,76,76,76.0,0.0,4979.459729,82.99099548,16066.0,27820.20007,48190,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,41.49549774,41.49549774,44,76,60.0,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1.0,60.0,44.0,76.0,0,0,0,0,0,0,0,22,0,38,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
